transaction_id,user_id,amount,payment_method,device_type,mouse_movement_score,geo_location,ip_risk_score,account_age_days,time_of_day,day_of_week,num_prev_transactions,avg_transaction_amount,is_international,is_vpn,fraud_flag
txn_24022,4580,29.96,bnpl,tablet,0.5,None,1.0,844,21,Monday,16,66.88,0,0,0
txn_3920,1581,109.67,None,desktop,0.15,London,0.79,906,4,Monday,15,67.24,0,0,0
txn_17607,1496,12.68,bnpl,mobile,0.37,Dubai,0.64,1797,2,Thursday,14,60.62,0,0,0
txn_29693,3741,244.34,upi,tablet,0.42,Bangalore,0.45,1666,12,Wednesday,11,82.75,0,0,0
txn_18978,4309,42.37,debit_card,desktop,0.31,None,0.21,1547,4,Tuesday,13,90.06,0,0,0
txn_929,2682,38.53,upi,desktop,0.16,Delhi,0.05,6,1,Tuesday,11,67.94,0,0,1
txn_43002,2198,510.32,upi,mobile,0.21,Delhi,0.69,1175,5,Friday,8,75.68,0,0,0
txn_33895,4822,24.0,debit_card,tablet,0.61,London,0.35,1925,13,Saturday,12,69.66,0,0,0
txn_10367,3656,4.09,net_banking,tablet,0.07,Mumbai,0.02,1091,15,Wednesday,5,,0,0,0
txn_35326,1487,40.83,credit_card,mobile,0.32,None,0.61,1842,21,Thursday,6,107.72,0,0,0
txn_2908,2963,34.46,credit_card,None,,Unknown,0.12,799,19,Friday,8,64.68,0,0,0
txn_16449,1874,69.44,debit_card,tablet,0.34,Delhi,0.08,829,17,Friday,8,92.78,0,0,0
txn_35740,4963,20.09,credit_card,tablet,0.04,Mumbai,0.44,707,3,Thursday,13,87.4,0,0,0
txn_1929,2062,62.15,wallet,None,0.06,Delhi,0.06,390,21,Thursday,11,41.11,0,0,0
txn_40428,3901,6.41,credit_card,desktop,0.43,Mumbai,0.38,901,6,Wednesday,14,49.94,0,0,0
txn_32666,4267,267.56,debit_card,desktop,,London,0.64,151,13,Thursday,9,77.41,0,0,0
txn_40465,3342,107.48,debit_card,desktop,0.04,Unknown,0.45,1719,20,Thursday,7,46.7,0,0,0
txn_10152,4639,42.9,None,tablet,0.22,New York,0.68,1051,9,Sunday,12,78.05,0,0,0
txn_22885,4728,348.75,credit_card,mobile,0.08,New York,0.83,1152,9,Thursday,7,78.89,0,0,0
txn_6690,3254,33.0,credit_card,desktop,0.03,London,0.5,1411,3,None,9,89.49,0,0,0
txn_27810,1154,49.16,wallet,mobile,0.41,New York,0.91,9,5,Saturday,13,107.81,0,0,0
txn_44753,4045,61.1,wallet,desktop,0.37,Delhi,0.03,1040,19,Friday,14,108.22,0,0,0
txn_43597,2060,0.95,upi,mobile,0.16,Mumbai,0.81,369,20,Wednesday,9,81.49,0,1,0
txn_18262,3490,493.51,debit_card,mobile,0.15,Bangalore,0.15,1821,21,Tuesday,8,62.06,0,0,0
txn_13372,3889,4.78,net_banking,tablet,0.36,Dubai,0.58,414,7,Monday,8,91.93,0,0,0
txn_37503,1125,55.94,None,mobile,0.39,Unknown,0.44,1069,13,Tuesday,11,75.37,0,0,0
txn_29091,4511,11.77,net_banking,tablet,0.18,Dubai,0.42,1950,15,Saturday,13,,0,0,0
txn_14914,4094,50.41,bnpl,mobile,0.23,Delhi,0.55,1031,18,Friday,16,,0,1,0
txn_4004,4648,42.57,bnpl,mobile,0.58,London,0.19,1625,23,Monday,11,82.18,0,1,0
txn_37350,1689,137.88,None,tablet,0.25,Bangalore,0.01,1391,3,Thursday,17,57.74,0,0,0
txn_30342,4782,174.85,credit_card,mobile,0.27,Bangalore,0.12,1736,5,Sunday,9,63.13,1,1,0
txn_34232,3521,274.74,wallet,mobile,0.19,New York,0.47,607,5,Wednesday,11,79.44,0,1,0
txn_13364,3676,137.85,credit_card,tablet,0.15,New York,0.93,1258,0,Friday,13,53.94,0,0,0
txn_16188,3763,6.02,upi,tablet,0.4,None,0.3,743,14,Saturday,10,91.95,0,0,0
txn_23228,4904,20.34,debit_card,desktop,0.14,New York,0.61,1126,16,Friday,11,94.82,0,0,0
txn_16925,4849,137.81,net_banking,desktop,0.25,Unknown,0.14,1213,10,Thursday,9,59.8,0,0,0
txn_46365,1357,191.0,debit_card,tablet,0.69,Delhi,0.57,22,9,Sunday,7,112.89,0,1,0
txn_16761,3196,53.66,net_banking,mobile,0.25,Bangalore,0.69,1799,17,Tuesday,14,82.96,0,1,0
txn_744,4491,294.44,debit_card,None,,Dubai,0.89,1163,10,Friday,9,76.29,0,0,1
txn_37944,1053,32.34,upi,desktop,0.18,Delhi,0.12,641,8,Tuesday,7,81.9,0,0,0
txn_42242,2573,79.53,wallet,desktop,0.05,Dubai,0.53,1169,11,None,6,76.61,0,0,0
txn_41501,4816,93.41,net_banking,None,0.08,None,0.28,1417,2,Monday,15,76.66,0,0,0
txn_22198,3030,15.56,wallet,tablet,0.58,Delhi,0.96,1031,15,Wednesday,10,90.72,0,0,0
txn_28580,1176,35.85,bnpl,desktop,0.17,Mumbai,0.75,1671,2,Thursday,10,100.94,1,1,0
txn_9529,4598,132.75,None,tablet,0.38,London,0.4,1960,19,Tuesday,14,,0,0,0
txn_38595,1701,12.64,wallet,mobile,0.39,Bangalore,0.28,1628,9,Monday,6,121.01,0,0,0
txn_2834,1302,297.65,upi,tablet,0.16,Bangalore,0.97,1065,13,Friday,9,80.61,1,0,0
txn_10171,2013,76.0,None,desktop,0.32,New York,0.76,1670,5,Tuesday,11,57.26,0,1,0
txn_27223,3718,51.71,debit_card,None,0.57,New York,,1419,10,Saturday,7,86.97,0,0,0
txn_8503,4981,9.07,wallet,desktop,0.09,London,0.24,67,10,Saturday,8,93.97,0,1,0
txn_19008,3031,108.5,debit_card,mobile,0.06,Bangalore,0.19,512,23,Tuesday,12,93.92,0,0,0
txn_7325,4353,205.44,wallet,desktop,0.39,Delhi,0.13,1337,20,Friday,10,83.59,0,0,0
txn_44076,2746,159.36,bnpl,mobile,0.24,Mumbai,0.48,1955,7,Thursday,5,79.73,0,1,0
txn_22852,1982,288.48,debit_card,desktop,0.15,Unknown,0.99,1656,23,Monday,6,100.17,0,1,0
txn_11073,1564,59.84,debit_card,mobile,0.31,New York,0.58,140,8,Sunday,9,49.9,0,0,0
txn_35739,4568,49.75,debit_card,mobile,0.22,London,0.78,706,4,Tuesday,13,101.97,0,0,0
txn_12341,4080,4.23,wallet,mobile,0.31,London,0.78,640,5,Sunday,6,76.15,0,0,0
txn_35530,3980,16.88,bnpl,desktop,0.08,Delhi,0.7,1843,0,Thursday,12,100.04,0,0,0
txn_19164,1643,78.06,net_banking,desktop,0.08,Bangalore,,1149,12,Thursday,8,87.42,0,0,0
txn_33948,4349,5.61,upi,mobile,0.14,New York,0.28,613,13,Monday,14,80.34,0,0,0
txn_3160,4335,245.76,net_banking,desktop,0.27,None,,1938,3,Wednesday,8,81.49,1,0,0
txn_27271,1544,29.76,net_banking,mobile,0.25,Bangalore,0.09,1381,16,Wednesday,12,88.29,0,0,0
txn_25454,4904,28.01,upi,desktop,0.41,Mumbai,0.34,839,3,Tuesday,13,79.72,0,0,0
txn_26447,2627,21.48,upi,tablet,0.44,Dubai,0.74,1050,11,Saturday,6,90.44,0,0,0
txn_46501,3834,130.93,None,mobile,0.3,London,0.32,1038,4,Wednesday,8,76.13,0,0,0
txn_9001,2635,37.11,bnpl,None,0.13,London,,1437,7,Tuesday,14,77.88,0,0,0
txn_5076,4710,274.7,upi,mobile,0.22,Delhi,0.23,1154,21,Monday,15,77.64,0,0,0
txn_33643,2078,98.62,bnpl,desktop,0.16,London,0.5,201,23,Thursday,10,81.66,0,0,0
txn_37138,1663,56.29,net_banking,tablet,0.28,Mumbai,0.32,1076,18,Sunday,13,48.57,0,0,0
txn_23491,1884,138.51,bnpl,tablet,0.39,New York,0.39,1383,7,Saturday,11,102.07,0,1,0
txn_6683,1919,122.01,net_banking,mobile,0.42,Delhi,0.64,1933,2,Tuesday,16,104.19,0,1,0
txn_23486,1551,63.72,net_banking,desktop,0.22,Dubai,0.77,1951,2,Saturday,16,40.49,0,0,0
txn_41615,1326,52.4,wallet,mobile,0.53,Mumbai,0.0,746,17,Friday,6,85.37,0,0,0
txn_38172,3777,8.65,upi,tablet,0.22,None,0.68,1303,5,Saturday,6,77.58,0,0,0
txn_1000,4322,129.55,net_banking,tablet,0.39,London,0.57,861,12,Tuesday,5,79.88,0,0,1
txn_32986,4411,22.4,wallet,desktop,0.32,Unknown,0.53,531,5,Monday,15,74.31,0,0,0
txn_27463,4576,177.03,debit_card,mobile,,New York,0.54,1362,13,Thursday,12,67.46,0,0,0
txn_45552,2975,54.02,upi,mobile,0.05,Mumbai,0.99,694,0,Tuesday,8,80.16,1,1,0
txn_22816,3234,1.98,wallet,desktop,,New York,0.26,555,15,Monday,7,47.48,0,0,0
txn_38263,1417,72.45,bnpl,desktop,,Dubai,0.64,1424,21,Tuesday,10,117.23,0,0,0
txn_38547,2772,51.53,bnpl,desktop,0.22,New York,0.23,362,8,None,10,91.84,0,0,0
txn_35180,4261,60.43,net_banking,desktop,0.29,London,0.62,1051,7,Tuesday,20,68.67,1,1,0
txn_44409,2910,163.61,credit_card,desktop,0.02,Dubai,0.21,456,17,Tuesday,7,76.26,0,0,0
txn_31660,1767,217.16,credit_card,tablet,,Unknown,0.99,1301,16,Monday,6,86.89,1,0,0
txn_48942,4672,63.45,credit_card,desktop,0.4,None,0.14,1081,18,Friday,9,54.23,0,0,0
txn_44472,3019,95.35,bnpl,desktop,0.58,None,0.42,1775,8,Saturday,16,124.15,0,1,0
txn_15490,1756,203.04,bnpl,tablet,0.38,Bangalore,0.86,723,2,Thursday,3,68.46,0,0,0
txn_18353,2516,61.8,bnpl,desktop,0.21,Bangalore,,799,16,Sunday,8,85.39,0,0,0
txn_16624,1924,62.87,bnpl,desktop,0.39,Bangalore,0.94,38,17,Wednesday,13,98.02,0,0,0
txn_12200,2897,150.25,bnpl,tablet,0.32,Unknown,0.53,1698,0,Thursday,9,42.54,0,0,0
txn_11719,2656,124.11,net_banking,None,0.17,Bangalore,0.98,762,14,Monday,10,87.93,0,0,0
txn_14793,1544,1754.97,upi,tablet,,Delhi,,939,4,Saturday,8,52.34,0,0,0
txn_43695,1637,128.34,credit_card,tablet,0.24,Unknown,,1439,3,None,10,57.6,0,0,0
txn_24295,4219,121.44,debit_card,desktop,,Dubai,0.8,1474,21,Sunday,6,70.82,0,0,0
txn_42357,3984,286.57,wallet,mobile,0.65,None,0.01,974,20,Friday,9,102.2,1,0,0
txn_8205,3158,75.89,bnpl,None,0.34,Delhi,0.1,347,22,Thursday,7,71.19,0,0,0
txn_46672,2059,175.16,bnpl,None,0.27,Unknown,0.21,1144,17,Tuesday,12,109.87,0,1,0
txn_45545,3021,29.7,net_banking,None,0.35,New York,0.16,1294,23,Sunday,12,69.48,0,0,0
txn_44994,3240,187.12,wallet,desktop,0.42,New York,0.6,96,12,Sunday,16,43.09,0,0,0
txn_41947,2403,213.53,None,tablet,0.17,Delhi,0.4,319,16,Tuesday,11,52.35,0,0,0
txn_27237,4111,259.67,bnpl,mobile,0.03,Mumbai,0.12,480,20,Monday,6,75.35,0,1,0
txn_30059,4674,6.9,upi,desktop,0.52,Bangalore,0.98,791,13,Monday,6,87.61,0,0,0
txn_22252,2601,104.72,bnpl,tablet,0.44,Dubai,0.34,390,2,Tuesday,6,92.25,0,0,0
txn_24948,3785,133.54,upi,tablet,0.1,London,0.78,1995,23,Saturday,12,63.43,0,0,0
txn_35350,2368,43.73,None,mobile,0.31,Dubai,0.5,593,11,Friday,16,90.05,0,0,0
txn_45450,1864,21.61,debit_card,tablet,0.18,Bangalore,0.93,711,19,Sunday,9,72.23,0,0,0
txn_36068,1338,485.13,upi,mobile,0.15,Bangalore,0.66,674,14,Sunday,3,84.09,0,1,0
txn_43154,4570,96.42,bnpl,tablet,0.54,Delhi,0.39,1638,9,Tuesday,11,76.18,0,0,0
txn_42570,1916,350.23,net_banking,mobile,0.41,Mumbai,0.26,1127,21,Thursday,9,88.01,0,0,0
txn_29673,3430,87.05,credit_card,mobile,0.09,Unknown,0.53,1241,7,Friday,15,83.57,0,0,0
txn_20442,1190,25.62,wallet,tablet,0.04,Bangalore,0.91,57,5,Sunday,10,71.47,0,0,0
txn_49967,4474,49.24,wallet,desktop,0.43,Unknown,0.97,4,17,Wednesday,10,70.92,1,0,0
txn_33663,2119,51.05,upi,tablet,0.37,Mumbai,,1023,2,Saturday,10,90.06,0,1,0
txn_25844,1553,210.94,credit_card,tablet,0.23,New York,0.61,702,1,Saturday,11,88.47,0,0,0
txn_18051,3519,13.87,credit_card,mobile,0.43,Delhi,0.68,240,1,Friday,11,93.77,0,1,0
txn_32153,4982,23.63,upi,mobile,0.17,Mumbai,0.22,1763,23,Friday,7,46.94,0,0,0
txn_34327,3642,16.39,net_banking,desktop,0.24,Mumbai,0.72,675,20,Tuesday,15,50.43,0,1,0
txn_46803,1089,141.14,upi,desktop,0.47,Bangalore,0.03,79,20,Thursday,12,100.59,0,1,0
txn_30900,1651,94.95,wallet,tablet,0.32,Delhi,0.99,1959,18,Tuesday,7,69.97,0,0,0
txn_18598,4148,88.4,net_banking,mobile,0.37,Dubai,0.97,397,16,Saturday,8,64.12,0,0,0
txn_44269,3768,107.61,bnpl,desktop,0.11,Unknown,0.39,1003,15,Wednesday,9,99.78,0,0,0
txn_42317,1699,300.63,None,tablet,0.4,Mumbai,0.06,359,9,Tuesday,9,92.15,1,0,0
txn_7342,1669,271.82,net_banking,tablet,0.29,London,0.86,1376,4,Wednesday,11,57.74,0,0,0
txn_43835,3511,19.22,debit_card,mobile,0.34,New York,0.67,1457,16,Tuesday,11,118.02,0,0,0
txn_37773,3846,27.58,bnpl,desktop,0.35,None,,257,9,Friday,9,95.84,1,1,0
txn_39868,3834,386.21,credit_card,mobile,0.1,Dubai,0.65,708,14,Sunday,5,37.89,0,0,0
txn_47104,3042,144.28,upi,mobile,0.23,Delhi,0.88,121,2,Monday,6,59.34,0,0,0
txn_43881,2556,39.63,wallet,tablet,0.3,None,0.14,1865,20,Saturday,5,101.13,1,0,0
txn_16224,4328,137.64,net_banking,mobile,0.3,London,0.96,1604,20,Wednesday,11,89.58,0,0,0
txn_30318,1892,38.04,net_banking,tablet,0.31,Mumbai,0.95,1680,1,Sunday,9,102.83,0,0,0
txn_8758,4954,190.54,bnpl,mobile,0.35,Dubai,0.59,1670,4,Wednesday,11,80.34,0,0,0
txn_37120,1415,264.0,debit_card,mobile,0.34,Delhi,0.95,610,4,Saturday,17,80.2,0,0,0
txn_6387,2403,143.93,wallet,desktop,0.12,Unknown,0.87,1390,14,Thursday,8,,0,0,0
txn_18679,2169,0.75,credit_card,mobile,0.42,Delhi,0.5,1082,2,Saturday,14,77.33,0,0,0
txn_23655,3465,131.73,bnpl,tablet,0.23,Delhi,0.38,1804,11,Friday,12,91.85,0,0,0
txn_40827,2783,50.59,wallet,desktop,0.1,Delhi,0.9,669,7,Tuesday,12,81.96,1,0,0
txn_5398,2589,233.58,bnpl,desktop,0.32,Mumbai,0.03,1130,2,Monday,6,78.15,0,0,0
txn_11477,2908,5.16,debit_card,mobile,,Bangalore,0.6,1260,9,Sunday,11,98.79,0,0,0
txn_45822,4767,28.94,upi,tablet,0.49,None,0.72,817,17,Saturday,9,83.79,0,0,0
txn_28429,4075,96.81,upi,tablet,0.34,Dubai,0.09,1549,1,Saturday,14,,0,0,0
txn_8686,2873,71.18,credit_card,mobile,0.27,New York,0.29,567,6,Sunday,5,54.65,0,0,0
txn_2745,2579,22.84,debit_card,desktop,0.09,Bangalore,0.94,1500,3,Thursday,17,100.9,0,0,0
txn_6657,3906,94.71,bnpl,tablet,0.24,New York,0.71,4,10,Sunday,13,,0,0,0
txn_23338,2661,38.47,wallet,tablet,0.25,Unknown,0.69,1081,12,Friday,10,83.05,0,0,0
txn_20517,4221,864.36,credit_card,mobile,0.09,None,0.06,1980,22,Monday,11,77.68,1,0,0
txn_36688,4018,231.13,debit_card,desktop,0.09,Dubai,0.69,516,3,Thursday,12,87.91,1,0,0
txn_29211,1535,193.33,upi,desktop,0.15,Dubai,0.97,815,22,Wednesday,6,68.09,0,0,0
txn_8179,3178,47.58,wallet,desktop,0.4,Bangalore,,897,16,Thursday,10,103.55,0,1,0
txn_19450,2134,24.93,bnpl,desktop,0.22,None,0.39,1761,16,Thursday,7,71.52,0,0,0
txn_28531,4472,168.08,upi,desktop,0.24,None,0.22,639,2,Wednesday,7,105.5,0,0,0
txn_14879,4812,3.01,bnpl,desktop,0.37,Bangalore,0.88,947,2,Friday,12,89.64,0,0,0
txn_36738,1932,110.64,upi,desktop,0.1,New York,0.33,1908,22,Sunday,6,57.09,1,0,0
txn_15605,2698,14.91,net_banking,tablet,0.15,None,0.91,1844,17,Monday,5,87.11,0,0,0
txn_15809,3378,5.58,credit_card,mobile,0.33,Bangalore,0.57,1558,1,Sunday,13,67.01,0,0,0
txn_22652,2294,1244.02,debit_card,desktop,0.25,Delhi,0.72,665,11,Saturday,8,99.15,0,0,0
txn_36364,1227,229.2,wallet,mobile,0.14,Delhi,,1785,22,Sunday,12,37.22,0,0,0
txn_40802,2933,67.66,bnpl,mobile,0.13,Delhi,0.9,519,16,None,9,58.44,0,1,0
txn_29506,4545,22.53,debit_card,None,0.05,Mumbai,0.04,678,16,Tuesday,14,90.84,0,0,0
txn_48480,2280,40.68,net_banking,tablet,0.27,Dubai,0.34,1161,19,Sunday,6,106.31,0,0,0
txn_45477,3123,65.9,debit_card,desktop,0.34,New York,0.22,329,17,Thursday,12,117.15,0,0,0
txn_49064,2203,288.16,upi,tablet,0.45,Bangalore,0.33,653,20,Thursday,8,61.7,0,0,0
txn_23903,3147,333.99,upi,desktop,0.47,Delhi,0.62,1995,21,Monday,13,97.51,1,0,0
txn_18207,1809,85.66,debit_card,tablet,0.2,Dubai,0.77,414,4,Thursday,6,67.57,0,0,0
txn_39618,4752,196.54,credit_card,mobile,0.14,Delhi,,847,23,None,8,125.44,0,0,0
txn_38523,2861,150.46,upi,mobile,,Unknown,0.8,682,6,Monday,11,100.27,0,0,0
txn_4889,4400,40.5,wallet,desktop,0.28,London,0.58,1565,7,Saturday,12,75.28,0,0,0
txn_9724,3329,235.68,upi,mobile,0.29,Delhi,0.79,1161,7,Sunday,11,112.02,0,0,0
txn_21887,1849,173.08,upi,mobile,0.29,Dubai,0.09,1277,4,Friday,15,48.6,0,0,0
txn_23857,1991,156.26,bnpl,tablet,0.33,London,0.65,893,2,Wednesday,17,85.38,0,0,0
txn_32171,4837,18.3,wallet,tablet,,Mumbai,0.81,1957,5,Thursday,9,136.56,0,0,0
txn_11130,1114,50.29,upi,desktop,0.1,Unknown,0.1,1576,3,Friday,16,71.25,0,1,0
txn_8273,1599,6.38,net_banking,tablet,0.19,Unknown,0.2,1981,4,None,4,85.96,0,0,0
txn_13350,2932,63.35,credit_card,mobile,0.36,Unknown,0.61,359,17,Tuesday,7,107.11,0,1,0
txn_47831,2563,17.41,bnpl,mobile,0.22,Dubai,0.79,1824,8,Thursday,10,71.27,0,0,0
txn_5612,4716,234.97,wallet,mobile,0.31,Bangalore,0.59,922,5,Saturday,8,48.26,0,0,0
txn_19042,2573,175.02,debit_card,tablet,0.34,Dubai,0.5,213,9,Thursday,9,89.79,0,1,0
txn_28138,4915,71.22,upi,mobile,0.35,Delhi,0.12,1167,18,Wednesday,11,87.73,0,0,0
txn_3626,4431,72.89,wallet,desktop,0.22,Dubai,0.81,833,14,Wednesday,12,72.76,0,0,0
txn_8563,4899,139.09,None,tablet,0.26,London,,1629,22,Thursday,9,93.16,0,0,0
txn_12064,3273,104.86,wallet,desktop,0.55,Unknown,0.65,329,14,Thursday,5,113.29,0,0,0
txn_36699,4937,9.14,wallet,mobile,0.28,New York,0.92,1630,21,Monday,13,,0,0,0
txn_15421,1162,44.93,net_banking,None,0.2,London,0.4,968,16,Tuesday,7,76.15,0,0,0
txn_9396,4962,181.83,wallet,tablet,0.28,Delhi,0.29,61,6,Monday,14,74.91,0,0,0
txn_10641,1508,175.23,credit_card,tablet,0.36,New York,0.94,194,10,Friday,7,65.94,0,0,0
txn_9136,4098,64.93,credit_card,mobile,0.42,Mumbai,,1589,21,Thursday,8,112.37,0,0,0
txn_13768,1688,48.17,net_banking,desktop,0.13,Dubai,0.82,1682,18,None,13,101.51,0,0,0
txn_33525,2774,86.04,debit_card,desktop,0.18,Delhi,0.59,824,13,Saturday,6,44.85,0,1,0
txn_19320,2749,121.42,debit_card,mobile,0.1,Delhi,0.92,1333,0,Tuesday,16,71.26,1,1,0
txn_13746,1401,56.91,credit_card,desktop,0.2,Bangalore,0.98,904,20,Thursday,10,107.72,0,0,0
txn_15052,4558,24.52,None,desktop,0.35,Unknown,,1993,11,Thursday,9,87.31,0,0,0
txn_18196,1528,73.49,debit_card,desktop,0.18,Bangalore,0.67,1852,2,Tuesday,17,69.68,0,0,0
txn_40191,1290,205.4,wallet,tablet,0.51,London,0.4,1608,2,Thursday,5,84.38,0,1,0
txn_11531,4981,95.2,bnpl,tablet,0.3,Mumbai,,1729,0,Friday,3,101.55,0,0,0
txn_6961,2462,194.27,bnpl,desktop,0.19,Bangalore,0.74,1769,17,Saturday,8,102.85,0,0,0
txn_16725,3622,4.8,debit_card,desktop,0.49,New York,0.83,608,9,Friday,7,86.31,0,0,0
txn_48506,1503,107.07,credit_card,tablet,0.23,Dubai,0.82,1103,16,Friday,19,73.39,0,0,0
txn_12359,3286,321.8,wallet,tablet,0.22,Delhi,0.17,1922,6,Monday,12,71.54,1,0,0
txn_35306,3563,50.18,debit_card,tablet,0.33,Mumbai,0.61,1149,15,Saturday,15,75.77,0,1,0
txn_8111,2914,118.33,credit_card,tablet,0.46,Dubai,,464,23,Tuesday,13,98.79,0,0,0
txn_26390,3207,5.84,wallet,tablet,0.11,Dubai,0.7,193,8,Sunday,13,87.44,0,0,0
txn_40953,1456,45.81,bnpl,tablet,0.3,London,0.42,1957,4,Thursday,10,100.19,1,1,0
txn_3836,1601,258.18,credit_card,desktop,0.57,Bangalore,0.54,712,16,Saturday,12,74.98,1,0,0
txn_32176,3916,0.88,bnpl,tablet,0.04,New York,0.67,1471,13,Tuesday,11,87.2,0,0,0
txn_49778,2560,9.82,debit_card,mobile,0.36,London,0.47,1531,14,Wednesday,12,63.07,0,0,0
txn_5469,1619,65.58,debit_card,None,,New York,0.45,1510,10,Friday,8,82.87,0,0,0
txn_35339,1567,64.99,upi,mobile,,Delhi,0.29,146,16,Wednesday,11,71.95,0,0,0
txn_11032,4320,138.13,debit_card,mobile,0.09,Bangalore,0.94,163,23,Tuesday,9,113.2,0,0,0
txn_12874,1376,182.76,debit_card,tablet,0.3,Bangalore,0.18,1351,23,Monday,9,119.21,0,0,0
txn_17173,2042,64.99,wallet,tablet,0.53,Unknown,0.83,769,7,Friday,7,100.57,0,0,0
txn_17109,3549,10.9,upi,mobile,0.39,Bangalore,0.26,1400,11,Wednesday,16,99.51,0,0,0
txn_28880,2640,152.37,net_banking,tablet,0.24,None,0.59,1855,13,Tuesday,7,,0,1,0
txn_3716,2997,28.65,credit_card,desktop,0.45,New York,0.99,614,5,Thursday,10,66.68,0,0,0
txn_23159,4711,426.44,credit_card,mobile,0.37,New York,0.02,774,8,Monday,13,68.26,0,0,0
txn_24877,1982,37.72,debit_card,tablet,0.12,Unknown,0.56,571,4,Tuesday,12,102.15,0,1,0
txn_30733,2325,0.0,bnpl,tablet,0.03,None,0.46,946,12,Wednesday,11,92.66,0,0,0
txn_27187,3237,126.69,bnpl,mobile,0.51,None,0.91,1846,1,Sunday,5,86.67,0,0,0
txn_43126,3301,246.92,debit_card,mobile,,Unknown,0.84,1893,22,Tuesday,8,86.45,0,0,0
txn_4655,3719,33.88,bnpl,mobile,0.46,Unknown,0.9,77,18,Wednesday,13,111.81,0,0,0
txn_12254,1378,4.12,wallet,tablet,0.35,Delhi,0.11,226,22,Tuesday,11,121.95,1,0,0
txn_2502,1713,114.28,bnpl,tablet,0.35,London,0.14,1918,2,Monday,7,94.85,1,0,0
txn_48117,2165,7.36,debit_card,desktop,0.19,Delhi,,1100,4,Friday,6,87.1,0,0,0
txn_49378,1395,23.83,wallet,None,0.3,None,0.14,820,21,Thursday,4,59.89,0,0,0
txn_20628,4290,12.99,wallet,mobile,0.14,New York,0.62,727,18,Wednesday,9,70.09,0,0,0
txn_23883,2989,124.38,wallet,mobile,0.27,New York,0.12,1519,13,Sunday,6,88.92,0,0,0
txn_424,2415,62.23,net_banking,tablet,0.45,Delhi,0.69,70,19,Monday,10,61.77,0,0,1
txn_44287,2720,31.85,bnpl,mobile,0.4,Unknown,0.73,1060,19,Monday,12,81.95,0,0,0
txn_13569,3960,334.35,upi,mobile,0.12,New York,0.53,1996,6,Sunday,6,85.53,0,0,0
txn_17534,4749,35.23,upi,tablet,0.32,Dubai,0.34,1728,7,None,11,104.26,0,0,0
txn_4840,2043,102.64,debit_card,tablet,0.61,Bangalore,0.79,787,22,Sunday,13,98.9,0,0,0
txn_36333,2974,326.38,wallet,tablet,0.34,None,0.52,382,7,Monday,7,106.28,0,0,0
txn_47122,3498,137.64,bnpl,desktop,0.25,Dubai,0.35,7,9,Thursday,11,56.93,0,0,0
txn_34468,1461,33.55,credit_card,desktop,0.23,Dubai,0.94,1294,22,Sunday,7,75.03,0,0,0
txn_8799,4068,17.17,net_banking,None,0.3,Mumbai,0.72,503,13,Monday,7,79.9,0,0,0
txn_38672,4983,54.05,bnpl,tablet,0.21,Bangalore,0.46,789,5,Tuesday,14,78.08,0,0,0
txn_20339,4793,63.28,credit_card,tablet,0.38,Dubai,0.01,856,0,Tuesday,13,80.4,0,0,0
txn_32892,3922,30.43,net_banking,mobile,0.28,Delhi,0.16,1346,8,Sunday,7,79.58,0,0,0
txn_33830,2041,193.06,credit_card,mobile,0.18,Dubai,0.58,268,20,Friday,9,104.42,0,0,0
txn_33124,1305,1.83,upi,mobile,0.2,Mumbai,0.22,165,13,Thursday,10,107.2,0,0,0
txn_10053,4222,78.42,net_banking,tablet,0.04,None,,894,21,Tuesday,5,99.65,0,0,0
txn_29119,4759,42.28,debit_card,mobile,0.14,Dubai,0.07,153,8,Tuesday,13,106.82,0,0,0
txn_9607,3120,69.66,wallet,desktop,0.45,None,0.7,1226,5,Monday,8,26.42,0,0,0
txn_48682,4480,29.79,net_banking,mobile,0.15,Unknown,0.07,1434,19,Sunday,9,79.93,0,0,0
txn_10810,2614,392.82,credit_card,desktop,0.28,New York,0.53,1356,13,Friday,9,58.51,0,0,0
txn_31913,4745,670.52,net_banking,desktop,0.17,Unknown,0.99,1405,13,Monday,12,135.54,0,0,0
txn_9432,3532,58.03,credit_card,desktop,0.43,Bangalore,0.06,1529,4,None,14,60.76,0,1,0
txn_42561,2810,47.97,bnpl,mobile,0.04,None,0.9,1505,10,Monday,11,81.25,0,0,0
txn_16695,4869,49.69,debit_card,None,0.43,Delhi,0.3,1669,20,Saturday,13,90.01,1,0,0
txn_43082,1400,145.97,None,mobile,0.38,London,,1072,23,None,8,34.16,0,0,0
txn_29005,2764,23.33,credit_card,desktop,0.06,Bangalore,,552,14,Sunday,11,91.22,1,0,0
txn_44877,3309,146.91,credit_card,mobile,0.28,Bangalore,0.2,120,11,Tuesday,8,80.11,0,0,0
txn_12383,1823,161.27,credit_card,tablet,0.32,Delhi,0.6,1796,18,Tuesday,4,105.85,0,0,0
txn_31336,3351,55.12,bnpl,tablet,0.17,None,0.6,1399,3,Friday,9,76.09,0,0,0
txn_35324,2374,63.04,net_banking,desktop,0.56,Bangalore,0.31,1886,0,Friday,10,78.66,0,0,0
txn_20704,4250,96.75,bnpl,desktop,0.29,Bangalore,0.0,1843,22,Tuesday,12,82.61,0,0,0
